1000 3000
111 326 1
111 337 1
111 343 1
112 174 1
113 119 1
113 121 1
113 122 1
113 132 1
113 134 1
113 142 1
113 148 1
113 158 1
113 165 1
113 169 1
113 172 1
113 186 1
113 188 1
113 199 1
113 200 1
113 203 1
113 239 1
113 252 1
113 261 1
113 271 1
113 277 1
113 285 1
113 291 1
113 304 1
113 313 1
113 325 1
113 334 1
113 342 1
115 116 1
115 137 1
115 140 1
115 144 1
115 149 1
115 192 1
115 214 1
115 220 1
115 226 1
115 262 1
115 312 1
115 326 1
115 343 1
116 140 1
116 144 1
116 149 1
116 162 1
116 214 1
116 226 1
116 312 1
116 326 1
116 343 1
117 231 1
117 280 1
117 285 1
118 134 1
118 161 1
118 172 1
118 199 1
118 200 1
118 203 1
118 211 1
118 222 1
118 238 1
118 239 1
118 252 1
118 261 1
118 265 1
118 268 1
118 271 1
118 277 1
118 283 1
118 304 1
118 313 1
118 322 1
118 324 1
118 325 1
118 331 1
118 342 1
119 122 1
119 125 1
119 128 1
119 132 1
119 146 1
119 148 1
119 150 1
119 163 1
119 170 1
119 171 1
119 176 1
119 185 1
119 188 1
119 189 1
119 199 1
119 200 1
119 203 1
119 208 1
119 217 1
119 229 1
119 239 1
119 248 1
119 252 1
119 261 1
119 269 1
119 271 1
119 277 1
119 280 1
119 285 1
119 297 1
119 313 1
119 318 1
119 323 1
119 324 1
119 325 1
119 329 1
119 331 1
119 332 1
119 339 1
119 342 1
120 136 1
120 247 1
120 277 1
121 165 1
121 169 1
121 206 1
121 236 1
121 280 1
121 315 1
122 123 1
122 128 1
122 136 1
122 141 1
122 142 1
122 156 1
122 161 1
122 169 1
122 170 1
122 176 1
122 186 1
122 188 1
122 200 1
122 203 1
122 213 1
122 224 1
122 232 1
122 235 1
122 236 1
122 239 1
122 248 1
122 251 1
122 252 1
122 261 1
122 271 1
122 272 1
122 274 1
122 276 1
122 277 1
122 280 1
122 281 1
122 284 1
122 285 1
122 297 1
122 303 1
122 304 1
122 315 1
122 322 1
122 323 1
122 325 1
122 332 1
122 342 1
122 344 1
122 345 1
123 142 1
123 186 1
123 200 1
123 239 1
123 252 1
123 261 1
123 318 1
123 334 1
123 342 1
124 157 1
124 170 1
125 136 1
125 169 1
126 260 1
126 322 1
127 135 1
127 139 1
127 159 1
127 184 1
127 197 1
127 251 1
127 272 1
127 281 1
127 284 1
127 309 1
127 320 1
127 346 1
128 150 1
128 169 1
128 170 1
128 172 1
128 176 1
128 186 1
128 199 1
128 203 1
128 211 1
128 213 1
128 223 1
128 248 1
128 252 1
128 265 1
128 271 1
128 313 1
128 315 1
128 322 1
128 334 1
129 168 1
129 291 1
129 339 1
129 347 1
130 191 1
130 204 1
130 213 1
130 257 1
130 277 1
130 300 1
130 322 1
130 329 1
130 346 1
131 143 1
131 177 1
131 225 1
131 227 1
131 278 1
132 134 1
132 158 1
132 242 1
132 277 1
132 303 1
132 311 1
132 315 1
132 317 1
132 334 1
133 141 1
133 183 1
133 188 1
133 224 1
133 232 1
133 236 1
133 271 1
133 276 1
133 280 1
133 315 1
133 322 1
134 142 1
134 199 1
134 203 1
134 238 1
134 248 1
134 252 1
134 277 1
134 304 1
134 334 1
135 184 1
135 197 1
135 251 1
135 281 1
135 284 1
135 309 1
135 320 1
136 146 1
136 156 1
136 169 1
136 213 1
136 246 1
136 285 1
136 304 1
136 308 1
136 315 1
136 322 1
136 324 1
136 339 1
136 352 1
137 140 1
137 167 1
137 214 1
137 243 1
137 289 1
137 310 1
137 312 1
137 326 1
137 337 1
139 159 1
139 184 1
139 197 1
139 251 1
139 281 1
139 284 1
139 320 1
140 144 1
140 214 1
140 312 1
140 326 1
141 172 1
141 199 1
141 224 1
141 236 1
141 239 1
141 257 1
141 258 1
141 271 1
141 272 1
141 276 1
141 280 1
141 291 1
141 304 1
141 323 1
142 158 1
142 161 1
142 169 1
142 170 1
142 186 1
142 188 1
142 200 1
142 203 1
142 236 1
142 239 1
142 252 1
142 271 1
142 277 1
142 280 1
142 285 1
142 297 1
142 303 1
142 308 1
142 315 1
142 322 1
142 323 1
142 332 1
142 334 1
142 345 1
143 175 1
143 177 1
143 225 1
143 227 1
143 278 1
143 321 1
144 149 1
144 151 1
144 226 1
144 312 1
144 326 1
144 343 1
145 179 1
146 148 1
146 285 1
146 313 1
146 317 1
146 339 1
147 219 1
147 319 1
148 176 1
148 185 1
148 224 1
148 229 1
148 261 1
148 271 1
148 272 1
148 339 1
149 162 1
149 226 1
149 312 1
149 326 1
149 333 1
149 343 1
150 163 1
150 171 1
150 189 1
150 217 1
150 324 1
150 329 1
151 310 1
151 312 1
152 181 1
152 275 1
152 339 1
153 280 1
154 219 1
155 157 1
156 188 1
156 235 1
156 258 1
156 272 1
156 295 1
158 168 1
158 232 1
158 242 1
158 248 1
158 291 1
158 304 1
158 315 1
158 317 1
158 322 1
158 325 1
158 332 1
158 339 1
159 172 1
159 184 1
159 197 1
159 272 1
159 277 1
159 281 1
159 284 1
159 320 1
159 345 1
160 260 1
161 199 1
161 203 1
161 213 1
161 252 1
161 258 1
161 271 1
161 277 1
161 304 1
161 308 1
161 314 1
161 322 1
161 325 1
161 339 1
162 312 1
162 326 1
162 333 1
162 343 1
163 173 1
163 249 1
164 285 1
165 169 1
165 188 1
165 200 1
165 334 1
165 342 1
166 173 1
166 198 1
166 202 1
167 243 1
167 310 1
167 337 1
168 277 1
168 291 1
168 304 1
168 339 1
168 347 1
169 185 1
169 236 1
169 239 1
169 248 1
169 252 1
169 257 1
169 271 1
169 277 1
169 280 1
169 291 1
169 315 1
169 318 1
169 322 1
169 332 1
169 334 1
170 176 1
170 185 1
170 186 1
170 188 1
170 200 1
170 203 1
170 211 1
170 223 1
170 239 1
170 250 1
170 252 1
170 260 1
170 268 1
170 271 1
170 274 1
170 277 1
170 285 1
170 290 1
170 304 1
170 313 1
170 315 1
170 322 1
170 323 1
170 332 1
170 334 1
170 341 1
170 342 1
171 189 1
171 217 1
171 351 1
171 354 1
171 355 1
171 356 1
171 358 1
171 390 1
171 657 1
171 679 1
171 783 1
171 873 1
171 972 1
172 199 1
172 203 1
172 211 1
172 212 1
172 223 1
172 231 1
172 232 1
172 238 1
172 239 1
172 252 1
172 261 1
172 265 1
172 268 1
172 271 1
172 277 1
172 298 1
172 304 1
172 308 1
172 313 1
172 325 1
172 329 1
172 331 1
172 332 1
172 342 1
173 202 1
173 348 1
173 349 1
173 380 1
174 293 1
175 177 1
175 225 1
175 227 1
175 263 1
175 277 1
175 278 1
175 296 1
175 321 1
176 188 1
176 239 1
176 271 1
176 290 1
177 225 1
177 227 1
177 278 1
178 186 1
178 206 1
178 213 1
178 231 1
178 272 1
178 303 1
178 322 1
178 329 1
178 345 1
180 187 1
180 194 1
180 196 1
180 204 1
180 242 1
180 249 1
180 254 1
180 266 1
180 299 1
180 302 1
180 346 1
181 195 1
181 218 1
181 273 1
181 275 1
181 306 1
181 328 1
182 253 1
184 197 1
184 251 1
184 272 1
184 281 1
184 284 1
184 309 1
184 320 1
184 329 1
184 346 1
185 188 1
185 200 1
185 271 1
185 272 1
185 274 1
185 280 1
185 285 1
185 290 1
185 297 1
185 315 1
185 322 1
185 344 1
186 188 1
186 199 1
186 200 1
186 203 1
186 213 1
186 221 1
186 222 1
186 223 1
186 236 1
186 239 1
186 252 1
186 271 1
186 272 1
186 277 1
186 285 1
186 303 1
186 322 1
186 323 1
186 325 1
186 331 1
186 341 1
186 345 1
187 194 1
187 242 1
187 249 1
187 254 1
187 266 1
187 299 1
187 302 1
187 346 1
188 200 1
188 208 1
188 223 1
188 224 1
188 239 1
188 252 1
188 258 1
188 271 1
188 272 1
188 274 1
188 277 1
188 280 1
188 285 1
188 290 1
188 291 1
188 297 1
188 304 1
188 315 1
188 322 1
188 323 1
188 334 1
188 341 1
188 342 1
189 217 1
190 229 1
192 205 1
193 259 1
194 196 1
194 204 1
194 242 1
194 249 1
194 254 1
194 266 1
194 299 1
194 302 1
194 346 1
